Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated
17/04/2021,Goa,237156,8800,56,191878,45278,97780,94085,13,0,237156,,534,,,,18297,81039,92530,,,,191878
18/04/2021,Goa,244577,7700,52,198368,46209,100810,97544,14,0,244577,,536,,,,18331,85044,94981,,,,198368
19/04/2021,Goa,253784,8500,59,204861,48923,103836,101010,15,0,253784,,536,,,,18394,88888,97566,,,,204861
20/04/2021,Goa,264363,8500,61,212256,52107,107462,104778,16,0,264363,,536,,,,18490,93292,100461,,,,212256
21/04/2021,Goa,272843,9500,65,218280,54563,110516,107748,16,0,272843,,536,,,,18573,97001,102692,,,,218280
22/04/2021,Goa,281424,10100,66,224561,56863,113504,111041,16,0,281424,,538,,,,18639,100851,105057,,,,224561
23/04/2021,Goa,289688,9200,64,230437,59251,116263,114157,17,0,289688,,541,,,,18836,104536,107051,,,,230437
24/04/2021,Goa,299120,8200,59,237544,61576,119513,118013,18,0,299120,,541,,,,18964,109294,109271,,,,237544
25/04/2021,Goa,304009,4700,43,241453,62556,121382,120053,18,0,304009,,541,,,,19013,111838,110586,,,,241453
26/04/2021,Goa,313009,8100,58,248280,64729,124565,123697,18,0,313009,,542,,,,19147,116061,113055,,,,248280
27/04/2021,Goa,323213,9200,63,256196,67017,128306,127872,18,0,323213,,543,,,,24498,115719,115962,,,,256196
28/04/2021,Goa,331720,9920,68,262802,68918,131482,131302,18,0,331720,,543,,,,24921,119670,118194,,,,262802
29/04/2021,Goa,340659,8920,61,269749,70910,134717,135014,18,0,340659,,545,,,,25352,123938,120451,,,,269749
30/04/2021,Goa,349718,8820,65,277125,72593,138452,138655,18,0,349718,,546,,,,25910,128663,122543,,,,277125
01/05/2021,Goa,355269,7000,48,282005,73264,140915,141071,19,0,355269,,547,,,,26125,132003,123868,,,,282005
02/05/2021,Goa,358280,6100,41,284560,73720,142173,142367,20,0,358280,,548,,,,26172,133683,124699,,,,284560
03/05/2021,Goa,363592,7550,51,288805,74787,144181,144604,20,157,363435,,553,,,,26519,136275,126005,,,,288805
04/05/2021,Goa,368857,7307,50,292908,75949,146277,146611,20,360,368497,,553,,,,26928,138728,127246,,,,292908
05/05/2021,Goa,373997,7520,49,296579,77418,148079,148480,20,579,373418,,553,,,,27340,140815,128418,,,,296579
06/05/2021,Goa,379927,7812,53,300663,79264,150067,150576,20,793,379134,,553,,,,27952,143093,129612,,,,300663
07/05/2021,Goa,386450,7806,51,305206,81244,152622,152563,21,996,385454,,553,,,,29328,145196,130676,,,,305206
08/05/2021,Goa,392342,7802,53,309334,83008,154712,154601,21,1199,391143,,553,,,,30574,147154,131600,,,,309334
09/05/2021,Goa,394413,6000,41,310955,83458,155634,155300,21,1199,393214,,553,,,,30992,147953,132004,,,,310955
10/05/2021,Goa,399718,7708,52,314583,85135,157647,156915,21,1406,398312,,556,,,,32116,149619,132842,,,,314583
11/05/2021,Goa,405500,7522,49,318352,87148,159762,158569,21,1625,403875,,556,,,,33499,151197,133649,,,,318352
12/05/2021,Goa,411191,9424,54,322251,88940,161973,160257,21,1836,409355,,556,,,,35049,152699,134494,,,,322251
13/05/2021,Goa,418484,9302,54,327646,90838,165055,162570,21,2221,416263,,556,,,,37518,154655,135464,,,,327646
14/05/2021,Goa,425521,7806,50,332990,92531,167894,165075,21,2422,423099,,556,,,,39860,156688,136432,,,,332990
15/05/2021,Goa,436458,12108,90,342243,94215,173190,169032,21,2828,433630,,556,,,,46351,158645,137232,,,,342243
16/05/2021,Goa,438881,10050,77,344615,94266,174548,170046,21,2828,436053,,556,,,,48577,158755,137268,,,,344615
17/05/2021,Goa,444923,16600,89,350557,94366,178060,172474,23,3008,441915,,556,,,,53669,159367,137499,,,,350557
18/05/2021,Goa,451943,15853,92,357502,94441,182028,175451,23,3237,448706,,558,,,,59071,160461,137945,,,,357502
19/05/2021,Goa,459632,15503,87,365111,94521,186366,178720,25,3422,456210,,559,,,,64891,161701,138494,,,,365111
20/05/2021,Goa,466522,15419,89,371961,94561,190214,181720,27,3644,462878,,559,,,,70321,162698,138913,,,,371961
21/05/2021,Goa,475384,17907,92,380740,94644,195006,185707,27,3878,471506,0,559,,,,76334,164655,139722,,,,380740
22/05/2021,Goa,483931,18090,96,389263,94668,199545,189691,27,4185,479746,0,562,,,,82325,166453,140456,,,,389263
23/05/2021,Goa,485579,11151,42,390887,94692,200344,190516,27,4185,481394,0,562,,,,83019,167094,140745,,,,390887
24/05/2021,Goa,491326,16251,64,396608,94718,203228,193352,28,4779,486547,0,562,,,,85629,169109,141840,,,,396608
25/05/2021,Goa,497180,17663,72,402427,94753,206354,196044,29,5357,491823,0,562,,,,88550,170967,142879,,,,402427
26/05/2021,Goa,503101,24029,76,408309,94792,209371,198907,31,5547,497554,0,563,,,,90671,173418,144188,,,,408309
27/05/2021,Goa,508928,21064,63,414098,94830,212227,201838,33,5843,503085,0,563,,,,92748,175814,145503,,,,414098
28/05/2021,Goa,514992,22277,71,420107,94885,215175,204899,33,6303,508689,0,563,,,,95119,178217,146737,,,,420107
29/05/2021,Goa,521480,22352,64,426519,94961,218656,207830,33,6629,514851,0,564,,,,98225,180461,147796,,,,426519
30/05/2021,Goa,524372,17862,48,429393,94979,220042,209317,34,6629,517743,0,564,,,,99045,181774,148537,,,,429393
31/05/2021,Goa,528955,22613,59,433855,95100,222586,211234,35,7291,521664,0,564,,,,100973,183436,149407,,,,433855
01/06/2021,Goa,533504,23685,63,438285,95219,225304,212945,36,8029,525475,0,564,,,,103503,184720,150023,,,,438285
02/06/2021,Goa,537792,22070,56,442390,95402,227614,214739,37,8685,529107,0,565,,,,105467,186152,150722,,,,442390
03/06/2021,Goa,543715,39400,97,448111,95604,230718,217354,39,9177,534538,0,567,,,,109214,187469,151378,,,,448111
04/06/2021,Goa,551988,40572,99,456053,95935,234900,221113,40,9573,542415,0,567,,,,115716,188466,151818,,,,456053
05/06/2021,Goa,563779,38764,95,467529,96250,239949,227539,41,9942,553837,0,571,,,,125977,189361,152136,,,,467529
06/06/2021,Goa,570434,33620,82,474147,96287,242518,231588,41,9941,560493,0,571,,,,131977,189789,152325,,,,474147
07/06/2021,Goa,581671,35084,91,485171,96500,248239,236889,43,10208,571463,0,571,,,,141846,190626,152639,,,,485171
08/06/2021,Goa,592178,33713,91,495452,96726,253581,241827,44,10469,581709,0,571,,,,151041,191404,152942,,,,495452
09/06/2021,Goa,600833,31247,94,503890,96943,257801,246045,44,10804,590029,0,573,,,,158488,192126,153208,,,,503890
10/06/2021,Goa,608564,30166,86,511379,97185,261168,250167,44,11064,597500,0,573,,,,164955,192877,153478,,,,511379
11/06/2021,Goa,614418,30407,85,516897,97521,263817,253036,44,11467,602951,0,573,,,,169278,193713,153837,,,,516897
12/06/2021,Goa,621644,30748,84,523796,97848,267169,256581,46,12030,609614,0,574,,,,174782,194734,154210,,,,523796
13/06/2021,Goa,638918,48398,80,541029,97889,275956,265024,49,12030,626888,0,574,,,,191047,195479,154427,,,,541029
14/06/2021,Goa,658193,54319,90,559670,98523,285915,273704,51,12833,645360,0,575,,,,207812,196819,154952,,,,559670
15/06/2021,Goa,676789,62343,90,577925,98864,296382,281489,54,13213,663576,0,575,,,,224258,198212,155359,,,,577925
16/06/2021,Goa,691969,70163,85,592719,99250,304922,287743,54,13885,678084,0,576,,,,237508,199363,155743,,,,592719
17/06/2021,Goa,708794,69132,87,609077,99717,314413,294609,55,14685,694109,0,576,,,,251823,200905,156239,,,,609077
18/06/2021,Goa,726686,72743,92,626378,100308,324041,302279,58,15474,711212,0,576,,,,266838,202605,156817,,,,626378
19/06/2021,Goa,747361,71984,86,646436,100925,335055,311321,60,15908,731453,0,576,,,,284439,204523,157351,,,,646436
20/06/2021,Goa,760206,69330,76,659181,101025,341948,317171,62,15908,744298,0,576,,,,295356,205921,157778,,,,659181
21/06/2021,Goa,776098,72122,85,674546,101552,350662,323810,74,16210,759888,0,576,,,,308191,207761,158455,,,,674546
22/06/2021,Goa,791272,72987,85,688792,102480,358829,329888,75,16527,774745,0,576,,,,319843,209665,159139,,,,688792
23/06/2021,Goa,805001,72666,83,701689,103312,366160,335454,75,16815,788186,0,576,,,,330293,211445,159801,,,,701689
24/06/2021,Goa,818202,74701,86,713714,104488,373424,340215,75,17056,801146,0,577,,,,340055,213114,160391,,,,713714
25/06/2021,Goa,833836,76381,85,728178,105658,436363,397399,74,17479,816357,0,580,374778,239471,219587,,,,,,,
26/06/2021,Goa,856142,79103,87,748351,107791,448364,407702,76,17930,838212,0,580,391956,243270,220916,,,,,,,
27/06/2021,Goa,871472,70405,74,762729,108743,457116,414280,76,17930,853542,0,580,403808,245823,221841,,,,,,,
28/06/2021,Goa,892220,73951,81,781063,111157,468714,423427,79,18115,874105,0,580,418292,250118,223810,,,,,,,
29/06/2021,Goa,914013,74756,81,800268,113745,480867,433066,80,18273,895740,0,580,433541,254525,225947,,,,,,,
30/06/2021,Goa,934022,78468,84,817485,116537,492310,441627,85,18714,915308,0,581,447388,258764,227870,,,,,,,
01/07/2021,Goa,946993,73637,82,827800,119193,500092,446815,86,18835,928158,0,581,455762,261915,229316,,,,,,,
02/07/2021,Goa,960730,77461,84,837780,122950,508259,452385,86,19307,941423,0,582,464083,265775,230872,,,,,,,
03/07/2021,Goa,980683,80989,81,852875,127808,519764,460831,88,20024,960659,0,582,477015,270865,232803,,,,,,,
04/07/2021,Goa,990480,68260,70,859902,130578,525562,464830,88,20024,970456,0,582,482787,273732,233961,,,,,,,
05/07/2021,Goa,1006988,77509,82,870453,136535,534998,471898,92,20960,986028,0,582,491564,278754,236670,,,,,,,
06/07/2021,Goa,1021435,77611,81,880174,141261,543046,478294,95,21116,1000319,0,582,499060,283213,239162,,,,,,,
07/07/2021,Goa,1036104,73997,75,889028,147076,551169,484839,96,21515,1014589,0,583,506070,288079,241955,,,,,,,
08/07/2021,Goa,1047488,78219,80,896123,151365,557702,489690,96,21693,1025795,0,584,511786,291689,244013,,,,,,,
09/07/2021,Goa,1063046,79906,82,904928,158118,566134,496812,100,21922,1041124,0,584,518526,297251,247269,,,,,,,
10/07/2021,Goa,1083489,80314,80,917304,166185,577055,506333,101,22395,1061094,0,586,528397,304373,250719,,,,,,,
11/07/2021,Goa,1096064,61270,69,925096,170968,584147,511814,103,22395,1073669,0,586,534198,308871,252995,,,,,,,
12/07/2021,Goa,1113775,67933,78,935694,178081,594048,519623,104,22774,1091001,0,586,542444,314947,256384,,,,,,,
13/07/2021,Goa,1127686,67275,78,943067,184619,601724,525856,106,22975,1104711,0,588,548280,320101,259305,,,,,,,
14/07/2021,Goa,1144976,66624,78,954703,190273,610915,533954,107,23211,1121765,0,588,553862,327268,263846,,,,,,,
15/07/2021,Goa,1155882,68487,79,960479,195403,616997,538778,107,23422,1132460,0,588,558525,331283,266074,,,,,,,
16/07/2021,Goa,1166709,68432,78,965882,200827,622757,543843,109,23657,1143052,0,588,563009,335459,268241,,,,,,,
17/07/2021,Goa,1184432,69116,80,975773,208659,631975,552348,109,24067,1160365,0,588,570983,342155,271294,,,,,,,
18/07/2021,Goa,,,,,,,,,,,,,,,,,,,,,,
19/07/2021,Goa,,,,,,,,,,,,,,,,,,,,,,
20/07/2021,Goa,,,,,,,,,,,,,,,,,,,,,,
21/07/2021,Goa,,,,,,,,,,,,,,,,,,,,,,
22/07/2021,Goa,,,,,,,,,,,,,,,,,,,,,,
23/07/2021,Goa,,,,,,,,,,,,,,,,,,,,,,
24/07/2021,Goa,,,,,,,,,,,,,,,,,,,,,,
25/07/2021,Goa,,,,,,,,,,,,,,,,,,,,,,
26/07/2021,Goa,,,,,,,,,,,,,,,,,,,,,,
27/07/2021,Goa,,,,,,,,,,,,,,,,,,,,,,
28/07/2021,Goa,,,,,,,,,,,,,,,,,,,,,,
16/01/2021,Gujarat,1146,107,95,1146,0,592,554,0,7,1139,,,,,,,,,,,,1146
17/01/2021,Gujarat,2313,351,189,2313,0,1118,1195,0,14,2299,,,,,,,,,,,,2313
18/01/2021,Gujarat,2182,598,287,2182,0,1071,1111,0,15,2167,,,,,,,,,,,,2182
19/01/2021,Gujarat,4842,700,313,4842,0,2412,2430,0,15,4827,,,,,,,,,,,,4842
20/01/2021,Gujarat,4877,932,409,4877,0,2426,2451,0,18,4859,,,,,,,,,,,,4877
21/01/2021,Gujarat,8350,1125,501,8350,0,4124,4226,0,23,8327,,,,,,,,,,,,8350
22/01/2021,Gujarat,13183,1622,854,13183,0,6335,6848,0,27,13156,,,,,,,,,,,,13183
23/01/2021,Gujarat,44873,1724,891,44873,0,18980,25892,1,31,44842,,,,,,,,,,,,44873
24/01/2021,Gujarat,46456,1901,965,46456,0,19727,26728,1,33,46423,,,,,,,,,,,,46456
25/01/2021,Gujarat,62496,2019,1005,62496,0,26549,35944,3,35,62461,,,,,,,,,,,,62496
26/01/2021,Gujarat,62729,2188,1094,62729,0,26666,36060,3,38,62691,,,,,,,,,,,,62729
27/01/2021,Gujarat,68817,3411,1859,68817,0,29135,39679,3,36,68781,,,,,,,,,,,,68817
28/01/2021,Gujarat,132621,4847,2411,132621,0,51456,81152,13,71,132550,,,,,,,,,,,,132621
29/01/2021,Gujarat,187038,5520,2523,187038,0,68265,118753,20,77,186961,,,,,,,,,,,,187038
30/01/2021,Gujarat,211551,5715,2552,211551,0,77371,134160,20,92,211459,,,,,,,,,,,,211551
31/01/2021,Gujarat,251207,5975,2586,251207,0,109220,141964,23,10435,240772,,,,,,,,,,,,251207
01/02/2021,Gujarat,284170,6317,2635,284170,0,133810,150337,23,18250,265920,,,,,,,,,,,,284170
02/02/2021,Gujarat,306639,7267,2796,306639,0,149545,157070,24,21694,284945,,,,,,,,,,,,306639
03/02/2021,Gujarat,326450,8407,2989,326450,0,161870,164556,24,23719,302731,,,,,,,,,,,,326450
04/02/2021,Gujarat,360502,9897,3278,360502,0,180029,180446,27,27569,332933,,,,,,,,,,,,360502
05/02/2021,Gujarat,404841,11269,3499,404841,0,206378,198435,28,45608,359233,,,,,,,,,,,,404841
06/02/2021,Gujarat,448811,12250,3591,448811,0,232017,216756,38,72262,376549,,,,,,,,,,,,448811
07/02/2021,Gujarat,468838,13102,3662,468838,0,244923,223877,38,81423,387415,,,,,,,,,,,,468838
08/02/2021,Gujarat,537364,14350,3790,537364,0,288510,248816,38,115438,421926,,,,,,,,,,,,537364
09/02/2021,Gujarat,617709,15397,3900,617709,0,338679,278990,40,160944,456765,,,,,,,,,,,,617709
10/02/2021,Gujarat,683599,16399,3980,683599,0,381805,301749,45,190950,492649,,,,,,,,,,,,683599
11/02/2021,Gujarat,726174,17344,4052,726174,0,408466,317662,46,204112,522062,,,,,,,,,,,,726174
12/02/2021,Gujarat,749435,18083,4100,749435,0,422549,326839,47,211116,538319,,,,,,,,,,,,749435
13/02/2021,Gujarat,759801,18603,4128,759799,2,428869,330883,47,213883,545916,,,,,,,,,,,,759799
14/02/2021,Gujarat,761555,19118,4138,761549,6,430105,331397,47,214455,547094,,,,,,,,,,,,761549
15/02/2021,Gujarat,783293,19750,4153,774751,8542,437222,337482,47,215562,559189,,,,,,,,,,,,774751
16/02/2021,Gujarat,799296,20206,4182,784610,14686,442452,342111,47,216205,568405,,,,,,,,,,,,784610
17/02/2021,Gujarat,806425,20766,4213,789722,16703,445130,344545,47,217132,572590,,,,,,,,,,,,789722
18/02/2021,Gujarat,799523,21378,4239,773109,26414,440215,332846,48,218356,554753,,,,,,,,,,,,773109
19/02/2021,Gujarat,843816,22091,4267,807835,35981,454897,352890,48,218748,589087,,,,,,,,,,,,807835
20/02/2021,Gujarat,869257,22510,4286,810715,58542,456740,353927,48,219211,591504,,,,,,,,,,,,810715
21/02/2021,Gujarat,870310,22809,4294,810973,59337,456786,354139,48,219211,591762,,,,,,,,,,,,810973
22/02/2021,Gujarat,884999,23378,4311,812914,72085,457828,355038,48,219453,593461,,,,,,,,,,,,812914
23/02/2021,Gujarat,892463,24005,4317,815413,77050,459003,356362,48,219623,595790,,,,,,,,,,,,815413
24/02/2021,Gujarat,896424,24982,4326,817727,78697,460189,357490,48,219778,597949,,,,,,,,,,,,817727
25/02/2021,Gujarat,943860,25890,4340,819845,124015,461204,358593,48,219919,599926,,,,,,,,,,,,819845
26/02/2021,Gujarat,989315,26143,4350,821729,167586,462097,359584,48,220042,601687,,,,,,,,,,,,821729
27/02/2021,Gujarat,989319,26145,4351,821733,167586,462099,359586,48,220042,601691,,,,,,,,,,,,821733
28/02/2021,Gujarat,989369,28862,4690,821783,167586,462137,359598,48,220079,601704,,,,,,,,,,,,821783
01/03/2021,Gujarat,989369,34005,5034,821783,167586,462137,359598,48,220079,601704,,,,,,,,,,,,821783
02/03/2021,Gujarat,1153267,38441,5182,956419,196848,533263,423099,57,220193,736226,,,,,,,,,,,,956419
03/03/2021,Gujarat,1234893,47141,5391,1015619,219274,565605,449956,58,221149,794470,,,,,,,,,,,,1015619
04/03/2021,Gujarat,1397814,58087,5670,1143571,254243,634238,509268,65,223531,920040,,,,,,,,,,,,1143571
05/03/2021,Gujarat,1580465,73367,5873,1284380,296085,708751,575559,70,227918,1056462,,,,,,,,,,,,1284380
06/03/2021,Gujarat,1745473,79744,5969,1414609,330864,776433,638102,74,233405,1181204,,,,,,,,,,,,1414609
07/03/2021,Gujarat,1749600,82018,6047,1417812,331788,778026,639712,74,233455,1184357,,,,,,,,,,,,1417812
08/03/2021,Gujarat,1919226,87832,6170,1551898,367328,847676,704140,82,238408,1313490,,,,,,,,,,,,1551898
09/03/2021,Gujarat,1719245,387344,2710,1307844,411401,935276,783878,89,273054,1446117,,,,,,,,,,,,1719245
10/03/2021,Gujarat,1766662,120775,855,1332660,434002,962152,804414,94,289227,1477361,,,,,,,,,,,,1766662
11/03/2021,Gujarat,1776940,46850,311,1341652,435288,967617,809226,95,289793,1487072,,,,,,,,,,,,1776940
12/03/2021,Gujarat,1947430,416263,2873,1462283,485147,1055447,891878,103,317122,1630232,,,,,,,,,,,,1947430
13/03/2021,Gujarat,2073148,356798,2452,1559499,513649,1119769,953269,108,330274,1742797,,,,,,,,,,,,2073148
14/03/2021,Gujarat,2083779,30500,206,1568700,515079,1125422,958244,111,331204,1752498,,,,,,,,,,,,2083779
15/03/2021,Gujarat,2231425,408852,2829,1691481,539944,1201762,1029542,119,341505,1889843,,,,,,,,,,,,2231425
16/03/2021,Gujarat,2772614,429226,2997,2208185,564429,1176802,1031250,133,409421,2363193,,830,,,,588839,572477,1044914,,,,2208185
17/03/2021,Gujarat,2923717,146585,972,2349458,574259,1250281,1099019,158,413862,2509855,,834,,,,592114,598883,1156489,,,,2349458
18/03/2021,Gujarat,3112038,534218,3853,2521859,590179,1336946,1184732,181,426330,2685708,,836,,,,599698,637757,1282421,,,,2521859
19/03/2021,Gujarat,3309060,611443,4358,2705730,603330,1429011,1276525,194,439823,2869237,,841,,,,606677,681121,1415928,,,,2705730
20/03/2021,Gujarat,3546628,708147,5021,2933180,613448,1541678,1391288,214,460253,3086375,,844,,,,614521,739293,1577346,,,,2933180
21/03/2021,Gujarat,3756195,559156,4099,3140047,616148,1643518,1496292,237,489360,3266835,,844,,,,617789,791019,1729205,,,,3140047
22/03/2021,Gujarat,3931630,715281,5283,3308984,622646,1726847,1581878,259,513578,3418052,,848,,,,623052,833937,1849951,,,,3308984
23/03/2021,Gujarat,4201102,721968,5376,3571094,630008,1853941,1716869,284,562336,3638766,,849,,,,629971,901751,2037305,,,,3571094
24/03/2021,Gujarat,4381443,599444,4567,3746626,634817,1939996,1806318,312,597932,3783511,,851,,,,635537,952908,2156103,,,,3746626
25/03/2021,Gujarat,4618906,806230,5670,3979710,639196,2055993,1923375,342,632475,3986431,,857,,,,644996,1026343,2306284,,,,3979710
26/03/2021,Gujarat,4861329,822146,5731,4217590,643739,2175802,2041414,374,663383,4197946,,864,,,,665458,1110770,2439247,,,,4217590
27/03/2021,Gujarat,5116383,773331,5312,4469272,647111,2304300,2164568,404,670729,4445654,,868,,,,688839,1207160,2571137,,,,4469272
28/03/2021,Gujarat,5207119,572833,4007,4559341,647778,2352888,2206042,411,671258,4535861,,868,,,,694774,1244234,2618189,,,,4559341
29/03/2021,Gujarat,5225227,395284,2565,4576803,648424,2362943,2213448,412,671316,4553911,,869,,,,696253,1254215,2624191,,,,4576803
30/03/2021,Gujarat,5438943,827534,5764,4769080,669863,2461576,2307069,435,672678,4766265,,873,,,,713631,1331156,2722131,,,,4769080
31/03/2021,Gujarat,5655568,865660,5890,4961044,694524,2564803,2395772,469,673898,4981670,,874,,,,737467,1412337,2809067,,,,4961044
01/04/2021,Gujarat,5937684,978670,6771,5220204,717480,2705708,2514001,495,674797,5262887,,877,,,,765906,1586012,2866097,,,,5220204
02/04/2021,Gujarat,6454155,907774,6286,5696407,757748,2966470,2729381,556,676358,5777797,,884,,,,824445,1910442,2959275,,,,5696407
03/04/2021,Gujarat,6838585,820260,5679,6049037,789548,3165438,2883005,594,686336,6152249,,890,,,,882687,2139834,3024227,,,,6049037
04/04/2021,Gujarat,7313218,810718,5404,6481838,831380,3404050,3077142,646,743611,6569607,,901,,,,925854,2440656,3112985,,,,6481838
05/04/2021,Gujarat,7584968,940175,6357,6722336,862632,3532159,3189502,675,783722,6801246,,904,,,,927096,2618055,3174831,,,,6722336
06/04/2021,Gujarat,7787907,834618,5701,6904732,883175,3629219,3274818,695,819115,6968792,,907,,,,927474,2757314,3217589,,,,6904732
07/04/2021,Gujarat,8108812,654905,4313,7190429,918383,3780179,3409521,729,895975,7212837,,909,,,,927902,2974598,3285575,,,,7190429
08/04/2021,Gujarat,8473351,1012993,6752,7499654,973697,3941673,3557205,776,930838,7542513,,911,,,,928251,3209082,3359962,,,,7499654
09/04/2021,Gujarat,8772856,1057645,7110,7748080,1024776,4074678,3672597,805,949566,7823290,,914,,,,933761,3393896,3418066,,,,7748080
10/04/2021,Gujarat,9055878,935843,6038,7982633,1073245,4201334,3780467,832,961536,8094342,,916,,,,942210,3568325,3469737,,,,7982633
11/04/2021,Gujarat,9258859,972497,6260,8155231,1103628,4294087,3860292,852,972503,8286356,,921,,,,947822,3694865,3510180,,,,8155231
12/04/2021,Gujarat,9497513,1023198,6969,8342548,1154965,4395081,3946587,880,981293,8516220,,922,,,,957944,3828510,3553723,,,,8342548
13/04/2021,Gujarat,9703358,932485,6404,8501205,1202153,4481244,4019052,909,984510,8718848,,925,,,,967663,3939193,3591977,,,,8501205
14/04/2021,Gujarat,9866787,989159,6837,8622576,1244211,4547426,4074221,929,987663,8879124,,926,,,,975317,4023468,3621413,,,,8622576
15/04/2021,Gujarat,10026689,978239,6765,8728318,1298371,4606765,4120607,946,992251,9034438,,926,,,,985557,4090512,3649864,,,,8728318
16/04/2021,Gujarat,10165300,1014593,6967,8814264,1351036,4655481,4157816,967,998071,9167229,,931,,,,996268,4142407,3673196,,,,8814264
17/04/2021,Gujarat,10336808,940003,6505,8921355,1415453,4715787,4204581,987,1006242,9330566,,932,,,,1008946,4209799,3700218,,,,8921355
18/04/2021,Gujarat,10450564,949451,6668,8991639,1458925,4754203,4236432,1004,1010942,9439622,,932,,,,1013643,4256810,3718793,,,,8991639
19/04/2021,Gujarat,10620128,1029983,7218,9083040,1537088,4804830,4277189,1021,1020152,9599976,,936,,,,1022465,4311770,3746410,,,,9083040
20/04/2021,Gujarat,10806479,966204,6823,9181042,1625437,4859276,4320718,1048,1035224,9771255,,937,,,,1031492,4370676,3776475,,,,9181042
21/04/2021,Gujarat,10937835,964950,6858,9250895,1686940,4897672,4352167,1056,1043714,9894121,,938,,,,1037748,4412794,3797953,,,,9250895
22/04/2021,Gujarat,11098076,1000556,6996,9328416,1769660,4939698,4387652,1066,1063478,10034598,,940,,,,1045379,4457709,3822925,,,,9328416
